8.896672145531708e-06
0.000000000000000000e+00  7.483532976601452447e+00  -2.944676759740900707e-01  0.000000000000000000e+00  4.627279398668153187e-01  8.781252948883013776e-01  0.000000000000000000e+00
5.000000000000000000e+00  8.615016467169795078e+00  4.169381213464674829e+00  0.000000000000000000e+00  2.262966981136669276e-01  8.927697778877528023e-01  0.000000000000000000e+00
1.000000000000000000e+01  8.978891200363989356e+00  8.254274060765197873e+00  0.000000000000000000e+00  7.277494663884123693e-02  8.169785694601062742e-01  0.000000000000000000e+00
1.500000000000000000e+01  8.914615715927766360e+00  1.191976364058976401e+01  0.000000000000000000e+00  -1.285509688724623123e-02  7.330979159649110288e-01  0.000000000000000000e+00
2.000000000000000000e+01  8.607019928882209570e+00  1.525155541770124046e+01  0.000000000000000000e+00  -6.151915740911396285e-02  6.663583554222962668e-01  0.000000000000000000e+00
2.500000000000000000e+01  8.151419428314909510e+00  1.831282554882713498e+01  0.000000000000000000e+00  -9.112010011345812732e-02  6.122540262251812138e-01  0.000000000000000000e+00
3.000000000000000000e+01  7.602873698291205073e+00  2.115585062429303775e+01  0.000000000000000000e+00  -1.097091460047394107e-01  5.686050150931805103e-01  0.000000000000000000e+00
3.500000000000000000e+01  6.988060711974895867e+00  2.382035139596089834e+01  0.000000000000000000e+00  -1.229625972632604897e-01  5.329001543335719626e-01  0.000000000000000000e+00
4.000000000000000000e+01  6.328892881118804326e+00  2.633652629515330545e+01  0.000000000000000000e+00  -1.318335661712155271e-01  5.032349798384800899e-01  0.000000000000000000e+00
4.500000000000000000e+01  5.639928527235611000e+00  2.872668497086723960e+01  0.000000000000000000e+00  -1.377928707766383210e-01  4.780317351427860739e-01  0.000000000000000000e+00
