8.880420876210304e-06
0.000000000000000000e+00  1.086064665966176790e+00  -2.473936112294211398e+00  0.000000000000000000e+00  5.600500336517867384e-01  -1.563413176010659267e-01  0.000000000000000000e+00
5.000000000000000000e+00  3.659387651490789040e+00  -1.890903885273843343e+00  0.000000000000000000e+00  5.146645971049207402e-01  1.166064454040743603e-01  0.000000000000000000e+00
1.000000000000000000e+01  5.047331162573044594e+00  -5.683141290075468532e-01  0.000000000000000000e+00  2.775887022164488238e-01  2.645179512532614963e-01  0.000000000000000000e+00
1.500000000000000000e+01  5.154060632693500565e+00  9.368385278110054060e-01  0.000000000000000000e+00  2.134589402409309278e-02  3.010305313637123281e-01  0.000000000000000000e+00
2.000000000000000000e+01  4.013329373243863074e+00  2.213244815587870562e+00  0.000000000000000000e+00  -2.281462518899261827e-01  2.552812575553741192e-01  0.000000000000000000e+00
2.500000000000000000e+01  1.719197647199223411e+00  2.820949433521775518e+00  0.000000000000000000e+00  -4.588263452089277883e-01  1.215409235867785376e-01  0.000000000000000000e+00
3.000000000000000000e+01  -1.251172225592313225e+00  2.227128607601542853e+00  0.000000000000000000e+00  -5.940739745583092368e-01  -1.187641651840463941e-01  0.000000000000000000e+00
3.500000000000000000e+01  -3.567918444760351804e+00  4.888961970874845520e-01  0.000000000000000000e+00  -4.633492438336078156e-01  -3.476464821028092955e-01  0.000000000000000000e+00
4.000000000000000000e+01  -4.502848960692318769e+00  -1.502174288722414985e+00  0.000000000000000000e+00  -1.869861031863916390e-01  -3.982140971619780867e-01  0.000000000000000000e+00
4.500000000000000000e+01  -4.128339860061544186e+00  -3.137495875182764848e+00  0.000000000000000000e+00  7.490182012615276275e-02  -3.270643172920691399e-01  0.000000000000000000e+00
