8.899173818540621e-06
0.000000000000000000e+00  4.655061144646140292e+00  1.295200388886266296e+01  0.000000000000000000e+00  -7.825275928284015636e-01  4.982993412461100280e-01  0.000000000000000000e+00
5.000000000000000000e+00  5.809597028601842794e-01  1.494423521818572453e+01  0.000000000000000000e+00  -8.148202883571897814e-01  3.984462658646126809e-01  0.000000000000000000e+00
1.000000000000000000e+01  -3.497048602642763626e+00  1.648670803808465735e+01  0.000000000000000000e+00  -8.156016611005904027e-01  3.084945639797854744e-01  0.000000000000000000e+00
1.500000000000000000e+01  -7.491070155198229941e+00  1.768128825689126415e+01  0.000000000000000000e+00  -7.988043105110941289e-01  2.389160437613195853e-01  0.000000000000000000e+00
2.000000000000000000e+01  -1.136838475238496926e+01  1.862297564874907607e+01  0.000000000000000000e+00  -7.754629194373481305e-01  1.883374783715634493e-01  0.000000000000000000e+00
2.500000000000000000e+01  -1.512411785130527164e+01  1.937548008561489610e+01  0.000000000000000000e+00  -7.511466197840608316e-01  1.505008873731648600e-01  0.000000000000000000e+00
3.000000000000000000e+01  -1.876756062737368325e+01  1.998680195202399545e+01  0.000000000000000000e+00  -7.286885552136838085e-01  1.222643732818222140e-01  0.000000000000000000e+00
3.500000000000000000e+01  -2.231491466121150324e+01  2.049558526973424932e+01  0.000000000000000000e+00  -7.094708067675644658e-01  1.017566635420497079e-01  0.000000000000000000e+00
4.000000000000000000e+01  -2.577531770425876800e+01  2.092410041795210418e+01  0.000000000000000000e+00  -6.920806086094525300e-01  8.570302964356903141e-02  0.000000000000000000e+00
4.500000000000000000e+01  -2.915883383451701150e+01  2.129084324016446317e+01  0.000000000000000000e+00  -6.767032260516485653e-01  7.334856444246913576e-02  0.000000000000000000e+00
