8.765615991731617e-06
0.000000000000000000e+00  1.681688402158499684e+00  -3.570549560521385501e-03  0.000000000000000000e+00  2.218473727329189626e-01  2.913026004636120603e-01  0.000000000000000000e+00
5.000000000000000000e+00  2.076081042453864711e+00  1.574707620919525652e+00  0.000000000000000000e+00  7.887852805907372145e-02  3.156556340960116613e-01  0.000000000000000000e+00
1.000000000000000000e+01  1.627302601732679932e+00  2.380682386326668620e+00  0.000000000000000000e+00  -8.975568814423726116e-02  1.611949530814285048e-01  0.000000000000000000e+00
1.500000000000000000e+01  6.063829469398172023e-01  2.080226443851472595e+00  0.000000000000000000e+00  -2.041839309585716244e-01  -6.009118849503811144e-02  0.000000000000000000e+00
2.000000000000000000e+01  -5.722655806634691089e-01  6.463889209807121006e-01  0.000000000000000000e+00  -2.357297055206588887e-01  -2.867675045741513440e-01  0.000000000000000000e+00
2.500000000000000000e+01  -1.217542023692004705e+00  -1.251884946894108452e+00  0.000000000000000000e+00  -1.290552886057096116e-01  -3.796547735749632446e-01  0.000000000000000000e+00
3.000000000000000000e+01  -1.025732887824858608e+00  -2.497686664449616956e+00  0.000000000000000000e+00  3.836182717343028514e-02  -2.491603435111023057e-01  0.000000000000000000e+00
3.500000000000000000e+01  -2.750614663313513120e-01  -2.580347758566773564e+00  0.000000000000000000e+00  1.501342842987025972e-01  -1.653221882343033911e-02  0.000000000000000000e+00
4.000000000000000000e+01  6.353185146550970330e-01  -1.441685505065379402e+00  0.000000000000000000e+00  1.820759961972872043e-01  2.277324507002771170e-01  0.000000000000000000e+00
4.500000000000000000e+01  1.087531538158600597e+00  4.131790526269298880e-01  0.000000000000000000e+00  9.044260470070258906e-02  3.709729115384612363e-01  0.000000000000000000e+00
